fileName,pageNum,xobjName,length,filter1,filter2,colorSpace
ACFrOgCf6f4kzU-mNiolvkiOlADV6cnWfoWv_FZPB6kB4aBtGh68m8KVTc5q0t50Bian-2myr3AQvH0HLbHDFnyo3fY_BDudV1i3zI9i_g6S36lOesSvotIATPqvLF0= (1).pdf,7,Im1,0,DCTDecode,,DeviceRGB
ACFrOgCf6f4kzU-mNiolvkiOlADV6cnWfoWv_FZPB6kB4aBtGh68m8KVTc5q0t50Bian-2myr3AQvH0HLbHDFnyo3fY_BDudV1i3zI9i_g6S36lOesSvotIATPqvLF0= (1).pdf,8,Im1,0,DCTDecode,,DeviceRGB
android.pdf,1,X0,0,FlateDecode,,DeviceRGB
10.235.1.2_SMTP_via_LDAP_05-16-2016_09-43-48.pdf.pdf,3,image_bg0,0,DCTDecode,FlateDecode,DeviceRGB
10.235.1.2_SMTP_via_LDAP_05-16-2016_09-43-48.pdf.pdf,3,image_fg1,0,DCTDecode,FlateDecode,DeviceRGB
letter to Parents re Telstra Phone Line.pdf,1,Im1,0,FlateDecode,,Indexed
Doc_Test_papercut.pdf,1,Image7,0,DCTDecode,,DeviceRGB
Doc_Test_papercut.pdf,2,Image10,0,DCTDecode,,DeviceRGB
2017 Arts Festival Letter.pdf,1,Image18,0,DCTDecode,,DeviceRGB
2017 Arts Festival Letter.pdf,1,Image19,0,FlateDecode,,DeviceRGB
ICT Parent letter 7 2016.pdf,1,Im2,0,FlateDecode,,Indexed
designofasearchablesymmetrickeyciphersystem-120529001108-phpapp02.pdf,11,Image64,0,DCTDecode,,DeviceRGB
Term One Sport Junior.pdf,1,Image5,0,DCTDecode,,DeviceRGB
Term One Sport Junior.pdf,1,Image22,0,DCTDecode,,DeviceRGB
expressions.pdf,6,XIPLAYER_CM1,0,JBIG2Decode,,
wald2002-2.pdf,2,Im1,0,FlateDecode,,Indexed
wald2002-2.pdf,3,Im2,0,FlateDecode,,Indexed
wald2002-2.pdf,21,Im3,0,FlateDecode,,Indexed
mcs-ensembles.pdf,10,Im1,0,,,
cure53.pdf,1,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,2,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,3,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,4,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,5,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,6,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,7,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,8,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,9,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,10,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,11,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,12,Im4,0,FlateDecode,,DeviceRGB
cure53.pdf,13,Im4,0,FlateDecode,,DeviceRGB
brotli-2015-09-22.pdf,4,X0,0,FlateDecode,,DeviceRGB
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,2,Im1,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,2,Im3,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,2,Im4,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im5,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im6,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im7,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im8,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im9,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im10,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,3,Im11,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im12,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im13,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im14,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im15,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im16,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im17,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im18,0,FlateDecode,,Indexed
250a5c08cb131c12125c916530830b6d-4836-RJASET-DOI.pdf,4,Im19,0,FlateDecode,,Indexed
cst.pdf,1,Im1,0,,,
cst.pdf,5,Im1,0,,,
cst.pdf,9,Im1,0,,,
cst.pdf,10,Im1,0,,,
cst.pdf,11,Im1,0,,,
cst.pdf,12,Im1,0,,,
cst.pdf,16,Im1,0,,,
word_jpeg_color.pdf,1,R8,0,DCTDecode,,DeviceRGB
word_jpeg_color.pdf,1,R9,0,DCTDecode,,DeviceRGB
word_jpeg_color.pdf,1,R10,0,DCTDecode,,DeviceRGB
word_color_png_24bit.pdf,1,R8,0,DCTDecode,,DeviceRGB
word_color_png_24bit.pdf,1,R9,0,DCTDecode,,DeviceRGB
word_color_png_24bit.pdf,1,R10,0,DCTDecode,,DeviceRGB
word_color_png_32bit.pdf,1,R8,0,DCTDecode,,DeviceRGB
word_color_png_32bit.pdf,1,R9,0,DCTDecode,,DeviceRGB
word_color_png_32bit.pdf,1,R10,0,DCTDecode,,DeviceRGB
PaperCutv15.3internalupdate.pdf,3,X0,0,DCTDecode,,DeviceRGB
PaperCutv15.3internalupdate.pdf,3,X1,0,DCTDecode,,DeviceRGB
PaperCutv15.3internalupdate.pdf,3,X2,0,DCTDecode,,DeviceRGB
PaperCutv15.3internalupdate.pdf,3,X3,0,DCTDecode,,DeviceRGB
Andrew Fuller flyer.pdf,1,Im0,0,FlateDecode,,Indexed
AcrobatDC_acrobat_digital_signature_appearances.pdf,5,Im0,0,FlateDecode,,Indexed
AcrobatDC_acrobat_digital_signature_appearances.pdf,5,Im1,0,FlateDecode,,Indexed
age_text.pdf,4,Im1,0,FlateDecode,,DeviceRGB
age_text.pdf,7,Im2,0,FlateDecode,,DeviceRGB
age_text.pdf,7,Im3,0,FlateDecode,,DeviceRGB
s.pdf,1,Imw0,0,DCTDecode,,DeviceRGB
spool-snapshot (2).spl.pdf,1,R8,0,FlateDecode,,DeviceRGB
3page_test.pdf,1,Image9,0,DCTDecode,,DeviceRGB
3page_test.pdf,2,Image14,0,DCTDecode,,DeviceRGB
3page_test.pdf,2,Image16,0,DCTDecode,,DeviceRGB
3page_test.pdf,3,Image20,0,DCTDecode,,DeviceRGB
3page_test.pdf,3,Image22,0,DCTDecode,,DeviceRGB
3page_test.pdf,3,Image23,0,DCTDecode,,DeviceRGB
ESCP-R reference_151008.pdf,1,R11,0,DCTDecode,,DeviceRGB
2012060560369753.pdf,2,Im1,0,DCTDecode,,CalRGB
2012060560369753.pdf,2,Im2,0,DCTDecode,,CalRGB
2012060560369753.pdf,3,Im3,0,DCTDecode,,CalRGB
2012060560369753.pdf,4,Im4,0,DCTDecode,,CalRGB
2012060560369753.pdf,4,Im5,0,DCTDecode,,CalRGB
ISAT-final-briefing.pdf,3,Im1,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,4,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,5,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,6,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,7,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,8,Im3,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,9,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,10,Im4,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,11,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,12,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,13,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,14,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,15,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,16,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,17,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,18,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,19,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,20,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,21,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,22,Im2,0,FlateDecode,,Indexed
ISAT-final-briefing.pdf,23,Im2,0,FlateDecode,,Indexed
jkraaijeveld_thesis.pdf,2,R18,0,FlateDecode,,DeviceRGB
jkraaijeveld_thesis.pdf,17,R144,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image21,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image22,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image23,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image24,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image25,0,FlateDecode,,DeviceRGB
2017 Apps List.pdf,1,Image26,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image27,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image28,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image29,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image30,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image31,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image32,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image33,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image34,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image35,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image36,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image37,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image38,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image39,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image40,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image41,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image42,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image43,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,1,Image44,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image47,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image48,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image49,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image50,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image51,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image52,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image53,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image54,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image55,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image56,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image57,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image58,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image59,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image60,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image61,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image62,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image63,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image64,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image65,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image66,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image67,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image68,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image69,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image70,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image71,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image72,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image73,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image74,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image75,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image76,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,2,Image77,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image80,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image81,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image82,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image83,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image84,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image85,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image86,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image87,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image88,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image89,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image90,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image91,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image92,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image93,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image94,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image95,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image96,0,DCTDecode,,DeviceRGB
2017 Apps List.pdf,3,Image97,0,DCTDecode,,DeviceRGB
science.pdf,1,Im1,0,DCTDecode,,CalRGB
science.pdf,2,Im2,0,DCTDecode,,CalRGB
science.pdf,2,Im3,0,DCTDecode,,CalRGB
science.pdf,2,Im4,0,DCTDecode,,CalRGB
science.pdf,2,Im5,0,DCTDecode,,CalRGB
science.pdf,3,Im6,0,DCTDecode,,CalRGB
science.pdf,3,Im7,0,DCTDecode,,CalRGB
upload1419017431.pdf,1,Im0,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,1,Im1,0,DCTDecode,,DeviceCMYK
upload1419017431.pdf,1,Im2,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,3,Im0,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,3,Im1,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,3,Im2,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,3,Im3,0,DCTDecode,,DeviceRGB
upload1419017431.pdf,3,Im4,0,DCTDecode,,DeviceRGB
yy.pdf,1,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,2,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,3,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,4,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,5,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,6,Imw0,0,DCTDecode,,DeviceRGB
yy.pdf,7,Imw0,0,DCTDecode,,DeviceRGB
Principl Letter - start of year - 2017.pdf,1,Image18,0,DCTDecode,,DeviceRGB
384.full.pdf,1,Im0,0,FlateDecode,,DeviceRGB
384.full.pdf,1,Im1,0,FlateDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,1,Im12,0,DCTDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,1,Im18,0,DCTDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,3,Image29,0,FlateDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,3,Image30,0,FlateDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,5,Image42,0,FlateDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,6,Image42,0,FlateDecode,,DeviceRGB
PauloCarrilloPenaCameraReadyJuly132016.pdf,6,Image45,0,DCTDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X0,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X1,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X2,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X3,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X4,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X5,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X6,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X7,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X9,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X10,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X11,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X12,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X13,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X14,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X15,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X16,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X17,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X18,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X19,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X20,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X22,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X23,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X24,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X25,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X26,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X27,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X28,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X29,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X30,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X31,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X32,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X33,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X34,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,1,X35,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,2,X1,0,FlateDecode,,DeviceRGB
dna - Wolfram_Alpha.pdf,2,X2,0,FlateDecode,,DeviceRGB
journal.pone.0048386.pdf,3,Im1,0,DCTDecode,,DeviceRGB
journal.pone.0048386.pdf,4,Im2,0,DCTDecode,,DeviceRGB
journal.pone.0048386.pdf,5,Im3,0,DCTDecode,,DeviceRGB
journal.pone.0048386.pdf,6,Im4,0,DCTDecode,,DeviceRGB
1203.5960.pdf,2,Image32,0,FlateDecode,,DeviceRGB
1203.5960.pdf,2,Image34,0,FlateDecode,,DeviceRGB
1203.5960.pdf,2,Image36,0,FlateDecode,,DeviceRGB
1203.5960.pdf,2,Image38,0,FlateDecode,,DeviceRGB
1203.5960.pdf,2,Image40,0,FlateDecode,,DeviceRGB
1203.5960.pdf,2,Image42,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image56,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image58,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image60,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image62,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image64,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image66,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image68,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image70,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image72,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image74,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image76,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image78,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image80,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image82,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image84,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image86,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image88,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image90,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image92,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image94,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image96,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image98,0,FlateDecode,,DeviceRGB
1203.5960.pdf,5,Image100,0,FlateDecode,,DeviceRGB
1203.5960.pdf,6,Image111,0,FlateDecode,,DeviceRGB
DeBruijnPrimer.pdf,1,Im0,0,DCTDecode,,DeviceCMYK
Blackburn%2B2016TOPLAS.pdf,1,R10,0,DCTDecode,,DeviceRGB
Blackburn%2B2016TOPLAS.pdf,10,R128,0,FlateDecode,,DeviceRGB
cs-pwgmsn20-20130328-5101.1.pdf,1,Im1,0,FlateDecode,,Indexed
cs.pdf,1,Im1,0,FlateDecode,,Indexed
power_law_bins.pdf,20,R317,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,20,R318,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,20,R319,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,20,R320,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,20,R321,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,20,R322,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R331,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R318,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R332,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R320,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R333,0,FlateDecode,,DeviceRGB
power_law_bins.pdf,21,R322,0,FlateDecode,,DeviceRGB
VerifiableDataStructures.pdf,2,X0,0,DCTDecode,,DeviceRGB
VerifiableDataStructures.pdf,3,X0,0,DCTDecode,,DeviceRGB
VerifiableDataStructures.pdf,4,X0,0,DCTDecode,,DeviceRGB
climate_science_words.pdf,3,Im1,0,DCTDecode,,DeviceRGB
climate_science_words.pdf,5,Im2,0,FlateDecode,,Indexed
climate_science_words.pdf,5,Im3,0,DCTDecode,,DeviceRGB
climate_science_words.pdf,6,Im4,0,DCTDecode,,DeviceRGB
climate_science_words.pdf,6,Im5,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im3,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im4,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im5,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im6,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im7,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im8,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im9,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im10,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im11,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im12,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im13,0,FlateDecode,,Indexed
1409.6070v1.pdf,5,Im14,0,FlateDecode,,Indexed
SK Hynix Case Study November 16 2015 - Final.pdf,1,Image9,0,DCTDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,1,Image17,0,FlateDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,1,Image21,0,FlateDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,3,Image39,0,FlateDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,5,Image46,0,FlateDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,6,Image50,0,DCTDecode,,DeviceRGB
SK Hynix Case Study November 16 2015 - Final.pdf,6,Image51,0,DCTDecode,,DeviceRGB
